-0.0449475,-0.0449475,-0.0449475,-0.0631417,-0.0631417,-0.0631417,0.305107,0.305107,0.305107,
-0.044737,-0.0463715,-0.0431013,-0.0628349,-0.061689,-0.0639808,0.305138,0.304894,0.305373,
-0.0444212,-0.0469372,-0.0419022,-0.0623745,-0.0606105,-0.0641386,0.305184,0.304807,0.30554,
-0.0438947,-0.047294,-0.0404899,-0.0616073,-0.0592241,-0.0639906,0.30526,0.304752,0.30573,
-0.0428413,-0.0473343,-0.038339,-0.0600729,-0.0569236,-0.0632223,0.30541,0.304746,0.306008,
-0.041795,-0.047041,-0.0365366,-0.0585332,-0.0548572,-0.0622092,0.305555,0.304791,0.306228,
-0.0407406,-0.0465506,-0.0349159,-0.0569988,-0.0529291,-0.0610684,0.305697,0.304867,0.306417,
-0.0396857,-0.0459689,-0.0333857,-0.0554644,-0.0510649,-0.0598639,0.305836,0.304955,0.306588,
-0.0386304,-0.0453112,-0.031931,-0.0539299,-0.0492538,-0.0586061,0.305971,0.305053,0.306743,
-0.0375745,-0.0446078,-0.0305214,-0.0523955,-0.0474747,-0.0573164,0.306102,0.305157,0.306886,
-0.0365183,-0.0438737,-0.0291417,-0.0508611,-0.0457168,-0.0560054,0.30623,0.305263,0.30702,
-0.0354616,-0.0430938,-0.0278073,-0.0493267,-0.0439909,-0.0546625,0.306354,0.305374,0.307144,
-0.0344045,-0.0422984,-0.0264876,-0.0477923,-0.0422756,-0.0533089,0.306475,0.305486,0.30726,
-0.0333469,-0.0414875,-0.0251827,-0.0462579,-0.040571,-0.0519448,0.306592,0.305597,0.30737,
-0.0322814,-0.040646,-0.0238927,-0.0447288,-0.0388876,-0.0505699,0.306706,0.30571,0.307473,
-0.0312231,-0.0397889,-0.0226329,-0.0431944,-0.0372149,-0.0491738,0.306815,0.305823,0.307568,
-0.0301644,-0.0389162,-0.021388,-0.0416599,-0.0355528,-0.0477671,0.306921,0.305935,0.307657,
-0.0291053,-0.0380432,-0.0201427,-0.0401255,-0.0338907,-0.0463604,0.307024,0.306045,0.307742,
-0.028046,-0.0371547,-0.0189124,-0.0385911,-0.0322392,-0.044943,0.307122,0.306154,0.30782,
-0.0269862,-0.0362507,-0.0176972,-0.0370567,-0.0305984,-0.043515,0.307217,0.306262,0.307892,
-0.0259262,-0.0353311,-0.016497,-0.0355223,-0.0289683,-0.0420763,0.307308,0.30637,0.307958,
-0.0248658,-0.0344112,-0.0152965,-0.0339879,-0.0273381,-0.0406377,0.307396,0.306474,0.30802,
-0.0238052,-0.0334757,-0.0141111,-0.0324535,-0.0257185,-0.0391884,0.30748,0.306578,0.308077,
-0.0227443,-0.0325399,-0.0129255,-0.030919,-0.024099,-0.0377391,0.30756,0.306679,0.308129,
-0.0216831,-0.0315885,-0.0117551,-0.0293846,-0.0224901,-0.0362791,0.307637,0.306778,0.308176,
-0.0206139,-0.0306215,-0.0105845,-0.0278555,-0.0208919,-0.0348192,0.30771,0.306876,0.308218,
-0.0195522,-0.0296543,-0.00942908,-0.0263211,-0.0192936,-0.0333486,0.30778,0.306971,0.308256,
-0.0184826,-0.0286715,-0.00827353,-0.024792,-0.017706,-0.031878,0.307846,0.307064,0.308289,
-0.0174205,-0.0276883,-0.0071332,-0.0232576,-0.0161184,-0.0303968,0.307908,0.307155,0.308317,
-0.0163581,-0.026705,-0.00599277,-0.0217232,-0.0145308,-0.0289156,0.307966,0.307242,0.308342,
-0.0152955,-0.025706,-0.0048676,-0.0201888,-0.0129538,-0.0274237,0.30802,0.307327,0.308362,
-0.0142328,-0.0247068,-0.00374237,-0.0186544,-0.0113768,-0.0259319,0.308071,0.307409,0.308377,
-0.0131699,-0.023692,-0.00263243,-0.0171199,-0.0098105,-0.0244294,0.308119,0.307489,0.308389,
-0.0121068,-0.0226769,-0.00152246,-0.0155855,-0.00824417,-0.0229269,0.308162,0.307565,0.308396,
-0.0110513,-0.0216616,-0.000427813,-0.0140458,-0.00667783,-0.0214138,0.308202,0.307638,0.3084,
-0.00998792,-0.0206308,0.00066684,-0.0125114,-0.00512214,-0.0199006,0.308238,0.307709,0.308399,
-0.00893213,-0.0195997,0.00174614,-0.0109716,-0.00356644,-0.0183768,0.308271,0.307777,0.308395,
-0.00786856,-0.0185531,0.00282542,-0.00943723,-0.00202139,-0.0168531,0.3083,0.307841,0.308387,
-0.00681256,-0.0175062,0.00388932,-0.0078975,-0.000476335,-0.0153187,0.308325,0.307903,0.308375,
-0.00575649,-0.0164592,0.00495318,-0.00635776,0.00106872,-0.0137842,0.308346,0.30796,0.30836,
-0.00470035,-0.0153967,0.00600163,-0.00481803,0.00260313,-0.0122392,0.308364,0.308015,0.308342,
